accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
331.0854260921478,0.0,26.088027715682983,1,0,26.088027715682983,0.0,0.0,1.0,357.1735396385193,10.53764533996582,37708.6707351216,10.54125690460205,100000.0,37845.10425777425
659.5021979808807,0.4143426418304443,2596.683099508285,5056,0,2596.683099508285,0.0,0.0,1.0,3256.642912387848,3.5409443378448486,34.49948298023403,3.545112371444702,100000.0,34.643578072458546
988.0083196163176,0.4434373378753662,5167.966893196106,10152,0,5167.966893196106,0.0,0.0,1.0,6156.504383802414,3.3767898082733154,29.27663648280189,3.3784611225128174,100000.0,29.32560785411616
1316.4367496967316,0.4737260341644287,7738.917572975159,15247,0,7738.917572975159,0.0,0.0,1.0,9055.95516180992,3.3046531677246094,27.239092553830645,3.3048603534698486,100000.0,27.24473669019316
1644.9241380691528,0.5025732517242432,10309.92316198349,20342,0,10309.92316198349,0.0,0.0,1.0,11955.515404462814,3.250549793243408,25.804523170395857,3.2503480911254883,100000.0,25.799318868297497
1973.4842944145205,0.5324006080627441,12880.867798805237,25437,0,12880.867798805237,0.0,0.0,1.0,14855.08966565132,3.208768606185913,24.748592190028027,3.207559585571289,100000.0,24.718688712490327
2301.825728416443,0.5625913143157959,15451.92570233345,30532,0,15451.92570233345,0.0,0.0,1.0,17754.558709859848,3.167339324951172,23.74422457101149,3.1665596961975098,100000.0,23.72572010504667
2630.121109724045,0.5919661521911621,18022.910578489304,35627,0,18022.910578489304,0.0,0.0,1.0,20653.9073278904,3.124976873397827,22.759368740573805,3.1231164932250977,100000.0,22.71706702306384
2958.556807279587,0.6195924282073975,20594.19531917572,40724,0,20594.19531917572,0.0,0.0,1.0,23553.695483207703,3.087646722793579,21.925420624971892,3.084310531616211,100000.0,21.85239511139204
,,,40724,0,20594.19531917572,,,,,,,,,
