accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ssim,total_duration,train/loss,train/ssim,validation/loss,validation/num_examples,validation/ssim
457.8655505180359,0.0,169.98700952529907,1,0,169.98700952529907,0.8860875022907359,3581.0,0.2490523784928267,627.8527414798737,0.8901182583400181,0.2354482923235212,0.8858500380293332,3554.0,0.225788294631709
461.6156964302063,0.3232505321502685,280.22419810295105,289,0,280.22419810295105,0.3264226628495008,3581.0,0.6979151440545588,742.1664845943451,0.3067075865609305,0.7043869835989816,0.3244391909863885,3554.0,0.6798353307892515
465.1640615463257,0.3784902095794678,390.6707322597504,404,0,390.6707322597504,0.3175141207501396,3581.0,0.7085764058573024,856.2179954051971,0.2983408996037074,0.7145449774605888,0.3156734846519766,3554.0,0.690739981029298
468.6820423603058,0.435011625289917,500.9207639694214,518,0,500.9207639694214,0.3111784295042411,3581.0,0.7141730961803616,970.0439245700836,0.2924097606113979,0.7200738361903599,0.3093541649264033,3554.0,0.6965870596950618
472.2007985115051,0.4893491268157959,611.5625519752502,632,0,611.5625519752502,0.313796413307648,3581.0,0.7152331750907568,1084.2601189613342,0.2944616590227399,0.7212661334446498,0.3113477167012521,3554.0,0.6981547392682541
475.7505767345429,0.5438387393951416,721.6616132259369,743,0,721.6616132259369,0.3065843792542236,3581.0,0.7179211763255725,1197.96470618248,0.2880353927612304,0.7223448753356934,0.3046420585190103,3554.0,0.7011746914787915
479.3021376132965,0.5984914302825928,831.616747379303,860,0,831.616747379303,0.3027765763534976,3581.0,0.7231780059908196,1311.5274126529694,0.283719709941319,0.7296500205993652,0.3011385649861951,3554.0,0.7058610374094331
483.03042912483215,0.6541450023651123,941.5697259902954,1006,0,941.5697259902954,0.2995731595573862,3581.0,0.7276343052961812,1425.2660720348358,0.2807644775935581,0.7337413515363421,0.2978720678394942,3554.0,0.7104791695976365
486.7756457328797,0.7044413089752197,1051.5090353488922,2022,0,1051.5090353488922,0.2959726477960939,3581.0,0.7313735906520525,1539.0118391513824,0.2770439897264753,0.7378717831202916,0.2942393597552933,3554.0,0.7143527896604178
490.52293848991394,0.7571358680725098,1161.479476928711,3038,0,1161.479476928711,0.3007783524918842,3581.0,0.7245844905185354,1652.7930266857147,0.2815393209457397,0.7312593460083008,0.2988515498601927,3554.0,0.7076486084121765
494.2751452922821,0.80666184425354,1271.4456408023834,4054,0,1271.4456408023834,0.2957759581275307,3581.0,0.7305978765969702,1766.571509361267,0.2769421168736049,0.7367181777954102,0.2940628833158941,3554.0,0.7135721441729389
498.0260455608368,0.8554947376251221,1381.4463555812836,5070,0,1381.4463555812836,0.2955515546460486,3581.0,0.731088134970155,1880.382705450058,0.276584369795663,0.737232003893171,0.2938531930351364,3554.0,0.7141601012943163
501.77688360214233,0.9075899124145508,1491.4243199825287,6086,0,1491.4243199825287,0.2928315785569673,3581.0,0.7362598801617914,1994.1741902828217,0.2729787485940115,0.7434473718915667,0.291237233794668,3554.0,0.719121843895083
505.5282924175263,0.9606597423553468,1601.3629786968231,7102,0,1601.3629786968231,0.2921590839674672,3581.0,0.7354116943154845,2107.927789211273,0.2728069509778704,0.7424380438668388,0.2906450176078011,3554.0,0.7181837503736986
509.2807996273041,1.010786771774292,1711.3382062911987,8118,0,1711.3382062911987,0.2905641932355662,3581.0,0.7386271783806897,2221.716090917588,0.2708958557673863,0.7458662986755371,0.2891429757293718,3554.0,0.7214507970772369
513.0322179794312,1.0585894584655762,1821.287448167801,9134,0,1821.287448167801,0.2908176399748673,3581.0,0.7375709855400028,2335.474953174591,0.2711641107286726,0.7448326519557408,0.289384986821627,3554.0,0.7203599267550647
516.784583568573,1.1067051887512207,1931.255342721939,10150,0,1931.255342721939,0.2897620948124651,3581.0,0.738681037943312,2449.253662109375,0.2700590746743338,0.7459078516278949,0.2882665356156795,3554.0,0.721578912514948
520.5391480922699,1.15647554397583,2041.2998707294464,11167,0,2041.2998707294464,0.2887643293707239,3581.0,0.7408164673362887,2563.1129307746887,0.2687431914465768,0.7483757563999721,0.2873388321532516,3554.0,0.7236940193927617
,,,11167,0,2041.2998707294464,,,,,,,,,
