accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
330.9129729270935,0.0,24.110734939575195,1,0,24.110734939575195,0.0,0.0,1.0,355.02378845214844,10.52854061126709,37366.9017364333,10.533137321472168,100000.0,37539.06193711134
659.4397175312042,0.1377577781677246,2595.24762749672,5058,0,2595.24762749672,0.0,0.0,1.0,3254.8696625232697,3.537550687789917,34.3826022462526,3.5424997806549072,100000.0,34.55318670869796
987.9907670021056,0.1678836345672607,5166.194193840027,10151,0,5166.194193840027,0.0,0.0,1.0,6154.441563606262,3.3768563270568848,29.27858399382005,3.378378868103028,100000.0,29.323195792753083
1316.4231996536255,0.1979944705963134,7737.434919118881,15248,0,7737.434919118881,0.0,0.0,1.0,9054.188539505005,3.305306196212769,27.256886266528213,3.305651903152466,100000.0,27.26631079023285
1644.783280134201,0.2267696857452392,10308.79245209694,20345,0,10308.79245209694,0.0,0.0,1.0,11953.975359916689,3.252038717269897,25.842972762093577,3.251389265060425,100000.0,25.826194435284343
1973.2569363117216,0.2572426795959472,12880.1946144104,25445,0,12880.1946144104,0.0,0.0,1.0,14853.92211341858,3.207817554473877,24.72506618805072,3.206983804702759,100000.0,24.704460261062668
2301.8354108333588,0.2852518558502197,15451.457371711733,30541,0,15451.457371711733,0.0,0.0,1.0,17753.832094430923,3.166672468185425,23.72839585253948,3.1657042503356934,100000.0,23.70543271458348
2630.23042011261,0.3150849342346191,18022.756534338,35637,0,18022.756534338,0.0,0.0,1.0,20653.5968272686,3.12522029876709,22.76490962268194,3.123300313949585,100000.0,22.721243274611275
2958.69154548645,0.3445107936859131,20593.710190296173,40734,0,20593.710190296173,0.0,0.0,1.0,23553.08182287216,3.086327075958252,21.896505895842505,3.0828697681427,100000.0,21.82093364841247
,,,40734,0,20593.710190296173,,,,,,,,,
