accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
331.81660509109497,0.0,20.67739987373352,1,0,20.67739987373352,0.0,0.0,1.0,352.4940869808197,11.02067756652832,61125.081892343725,11.020270347595217,100000.0,61100.19566912408
662.8467864990234,0.0853385925292968,2591.5677597522736,5843,0,2591.5677597522736,0.0,0.0,1.0,3254.549598693848,3.661787748336792,38.930879310723,3.665163516998291,100000.0,39.0625230274158
993.3950679302216,0.1204423904418945,5162.68537569046,11725,0,5162.68537569046,0.0,0.0,1.0,6156.298684120178,3.4328453540802,30.96462283900328,3.433599710464477,100000.0,30.987990012408737
1323.9314930438995,0.152308702468872,7733.857902288437,17610,0,7733.857902288437,0.0,0.0,1.0,9058.087289333344,3.346530199050904,28.4040062128376,3.3464348316192627,100000.0,28.401297524879134
1654.677365064621,0.1833300590515136,10305.058344364166,23495,0,10305.058344364166,0.0,0.0,1.0,11960.109581232073,3.2912330627441406,26.87598300594068,3.290820837020874,100000.0,26.86490631761234
1985.520442724228,0.2416577339172363,12876.15150499344,29379,0,12876.15150499344,0.0,0.0,1.0,14862.14783358574,3.244900941848755,25.659168184570746,3.244943618774414,100000.0,25.66026326235094
2315.870290517807,0.2736425399780273,15447.369599819183,35264,0,15447.369599819183,0.0,0.0,1.0,17763.79433965683,3.19116759300232,24.31680300334361,3.1902172565460205,100000.0,24.29370483620245
2646.3935780525208,0.3031187057495117,18018.31699323654,41147,0,18018.31699323654,0.0,0.0,1.0,20665.338797330856,3.141199827194214,23.131604143117315,3.1397202014923096,100000.0,23.09740333553747
2976.6089079380035,0.3332045078277588,20589.321794748303,47033,0,20589.321794748303,0.0,0.0,1.0,23566.63303494453,3.0840394496917725,21.84647212491521,3.081768751144409,100000.0,21.796921650781453
,,,47033,0,20589.321794748306,,,,,,,,,
