submission,workload,study,trial,experiment_dir,eval_idx,accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/bleu,test/loss,test/num_examples,total_duration,train/accuracy,train/bleu,train/loss,validation/accuracy,validation/bleu,validation/loss,validation/num_examples,test/ssim,train/ssim,validation/ssim,test/ctc_loss,test/wer,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,test/mean_average_precision,train/mean_average_precision,validation/mean_average_precision,test/ppl,train/ppl,validation/ppl
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,10,2562.1107683181763,0.5430831909179688,6482.574440956116,41743,0,6482.574440956116,0.6708384172912673,27.54967510470868,1.5082549859101737,3003,9069.923463821411,0.6410096747039357,30.55895069658603,1.7252110936220757,0.6597314354440739,28.20298715857237,1.5890235203221286,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,11,2804.106548070908,0.6011250019073486,7124.7401168346405,45921,0,7124.7401168346405,0.6741037708442276,27.805628434117107,1.4907938600313753,3003,9956.532793283464,0.6447973399071261,31.296210667701605,1.6906402281717594,0.6621616594958525,28.334038255710173,1.5727389462002952,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,12,3025.2051055431366,0.6886546611785889,7766.899565935135,50099,0,7766.899565935135,0.6783220033699379,27.977173961527274,1.4698954338794956,3003,10822.266149759293,0.6826245387980764,34.24357424434485,1.4457364880687205,0.6646786772637661,28.433669699619365,1.5542346421619075,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,13,3287.437606096268,0.7476832866668701,8409.043556451797,54278,0,8409.043556451797,0.6786357562024287,28.13083128261834,1.4586682390622276,3003,11729.090790748596,0.6465670681993041,31.695303662808783,1.6845893429257146,0.6670097084971048,28.60208094069904,1.5449256286344868,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,14,3534.399828910828,0.8034553527832031,9051.187865018845,58455,0,9051.187865018845,0.6835395967695078,28.291936474993136,1.435279309017489,3003,12620.642758369446,0.653638447051349,31.85040607296625,1.6300153445576455,0.6703450670171479,29.13875108308777,1.5216813802680689,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,15,3787.982791185379,0.8604016304016113,9693.35789513588,62631,0,9693.35789513588,0.6847713671489164,28.40688473013619,1.429440928040207,3003,13518.844376564026,0.6859572039942938,34.577668201722034,1.4196431883024252,0.6722421296698119,28.886043952393138,1.5111109518170884,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,16,4050.98251414299,0.917088508605957,10335.5074031353,66809,0,10335.5074031353,0.6879902388007669,28.94571684327199,1.4078863081750044,3003,14426.437722206116,0.6541706997665547,32.78473416653837,1.6176646216477824,0.6752675106322302,29.182399252480668,1.4934798158113352,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,17,4322.509938955307,0.9739170074462892,10977.629236221312,70986,0,10977.629236221312,0.6916739294637151,28.936942164411136,1.3869712683748765,3003,15342.54081583023,0.6651600321211426,32.55506559863971,1.5473672134908798,0.6771521741825892,29.231620879766385,1.4789682164511289,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,18,4542.591014385223,1.0306687355041504,11619.771415233612,75162,0,11619.771415233612,0.6918249956423218,28.9232302102956,1.37957084132241,3003,16207.220854997637,0.6913061786563784,34.50846103250742,1.3872504929325002,0.6801403578380926,29.27785569266869,1.462951288576707,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,19,4896.575325250626,1.0866305828094482,12261.943800449371,79339,0,12261.943800449371,0.696728836209401,21.864743696601096,1.3517466119051769,3003,17205.8202791214,0.6670724424640544,30.924748903251853,1.5422518834121917,0.6825953800944812,22.780555628083857,1.4450361356337802,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,20,5206.400869369507,1.1448731422424316,12904.218306303024,83513,0,12904.218306303024,0.7000290511881936,29.893532036713808,1.335229286502818,3003,18160.37128472328,0.6720697107647032,33.57414856477336,1.4978204608681658,0.6841080705756903,30.06896438913368,1.4269571789252458,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,21,5429.257362127304,1.2046732902526855,13546.350786924362,87681,0,13546.350786924362,0.7025390738481204,29.94509327498322,1.3222216169891348,3003,19027.80058002472,0.69215866101112,34.91007761849935,1.3862515942049751,0.6860299314329642,30.294681689680868,1.4205558517563328,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,22,5752.869765758514,1.2637522220611572,14188.587380886078,91857,0,14188.587380886078,0.7045958979722271,29.2549892602062,1.305831481320086,3003,19996.103214025497,0.679420329891686,33.89669145939019,1.4636899546197495,0.6881749761317281,27.616021333972352,1.4088014059032126,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,23,5978.404191732407,1.3247594833374023,14830.759102582932,96034,0,14830.759102582932,0.7058741502527454,30.219501407277427,1.28808447359247,3003,20866.25813984871,0.6837604893912174,34.71133042067945,1.425649510779342,0.6908283840249966,30.346737283729247,1.3899153451290127,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,24,6212.68750166893,1.3860082626342771,15472.984793901443,100211,0,15472.984793901443,0.7094416361629191,30.50386763206136,1.278268531026669,3003,21745.21846628189,0.6982815825000572,35.72417051390165,1.342511884195593,0.6928990341099305,30.612918861033435,1.380083728813034,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,25,6484.978980302811,1.4438908100128174,16115.253998041151,104387,0,16115.253998041151,0.7100575213526233,30.743549209606453,1.2659955842193946,3003,22662.22975635529,0.6906501305783412,35.17714833037211,1.3787694968707216,0.6943249308750047,30.55166410419635,1.3722729724367957,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,26,6736.5488085746765,1.502378225326538,16757.422924041748,108562,0,16757.422924041748,0.7116960083667422,30.76875631223956,1.2573664734762653,3003,23558.410214662552,0.6984166933601794,35.703414260287346,1.3407913994932046,0.6961351998115336,30.66879670174233,1.3619961508536782,3000,,,,,,,,,,,,,,,
ademamix,wmt_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,27,7005.008898258209,1.5631470680236816,17399.639942407608,112742,0,17399.639942407608,0.7127418511417117,30.92995092931526,1.251782108825751,3003,24471.548258781437,0.7018041296046463,35.92118953004928,1.3195742667150665,0.6972015226097631,30.87605698677609,1.3573078371625895,3000,,,,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,0,537.8633160591125,0.0,216.8043031692505,1,0,216.8043031692505,,,0.7465151499450223,3581,755.2943530082703,,,0.740795544215611,,,0.7502271730576463,3554,0.3163293467257749,0.2987043176378522,0.2928397415324282,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,1,545.0480992794037,0.0418946743011474,326.4079144001007,285,0,326.4079144001007,,,0.3103830464823024,3581,873.4630773067474,,,0.287402732031686,,,0.3080456014020294,3554,0.7158417199717257,0.722395828792027,0.6992669049178742,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,2,552.4810781478882,0.0896229743957519,436.60997319221497,390,0,436.60997319221497,,,0.3073422310239807,3581,992.2596950531006,,,0.2841440609523228,,,0.3054096176842993,3554,0.7199493638299358,0.7270253045218331,0.7027703984506893,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,3,559.5646810531616,0.1347043514251709,545.9948816299438,492,0,545.9948816299438,,,0.3069393410425684,3581,1109.9341254234314,,,0.283717325755528,,,0.3051515320545512,3554,0.7206780359885507,0.727891377040318,0.7031516535066122,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,4,568.2471215724945,0.180678129196167,656.0797128677368,592,0,656.0797128677368,,,0.3019487412406625,3581,1229.865346908569,,,0.2791240215301513,,,0.3001869042803883,3554,0.7247033906162734,0.7318038940429688,0.7073352923202729,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,5,577.4720115661621,0.2252006530761718,765.7646949291229,687,0,765.7646949291229,,,0.3051375341428721,3581,1349.9570033550262,,,0.2813833270754133,,,0.3034957516508687,3554,0.7255302371675161,0.7330034800938198,0.7080936807558385,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,6,585.1444051265717,0.2742683887481689,875.4181351661682,789,0,875.4181351661682,,,0.2970856317958496,3581,1468.4477622509005,,,0.2739465747560773,,,0.2953779384804094,3554,0.730398596215268,0.7379905155726841,0.7131567478984947,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,7,594.8026473522186,0.3217172622680664,984.9649183750151,897,0,984.9649183750151,,,0.2991006612045343,3581,1588.8148877620697,,,0.2759093897683279,,,0.2972903962744443,3554,0.7290717420282393,0.7364726747785296,0.7121258479662,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,8,601.8996105194092,0.3696308135986328,1093.675038814545,3004,0,1093.675038814545,,,0.2915332222144652,3581,1706.4617199897766,,,0.2675851072583879,,,0.2899801568764948,3554,0.7369723944516197,0.7454349654061454,0.7197541777310776,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,9,607.8515512943268,0.4088222980499267,1202.3915331363678,5276,0,1202.3915331363678,,,0.2908664544645351,3581,1822.97321009636,,,0.2669676371983119,,,0.2894783427893746,3554,0.7349053462501746,0.7436091559273856,0.7174744785804728,,,,,,,,,,,,
ademamix,fastmri_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,10,613.9349408149719,0.4463944435119629,1311.1073644161224,7546,0,1311.1073644161224,,,0.2887438422839291,3581,1939.610020160675,,,0.2646600689206804,,,0.2873224828373399,3554,0.7420313754450573,0.7505381447928292,0.7248104441078714,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,0,211.12093210220337,0.0,107.94935297966003,1,0,107.94935297966003,0.0026,,6.90775546875,10000,319.8122148513794,0.00287109375,,6.90775634765625,0.0031,,6.90775625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,1,365.9394989013672,0.0444486141204834,2693.0065586566925,2411,0,2693.0065586566925,0.0731,,5.310288671875,10000,3063.013416290283,0.08962890625,,5.586024780273437,0.08346,,5.54225,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,2,510.0890407562256,0.0953114032745361,5260.973086833954,5817,0,5260.973086833954,0.2118,,4.056040625,10000,5779.372259616852,0.24341796875,,4.508125610351563,0.21436,,4.619403125,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,3,648.3426027297974,0.1657173633575439,7831.72013926506,9217,0,7831.72013926506,0.2776,,3.55784453125,10000,8492.64673948288,0.33736328125,,3.8669830322265626,0.28292,,4.1354040625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,4,794.6940965652466,0.2644741535186767,10406.320090532305,12359,0,10406.320090532305,0.3254,,3.238517578125,10000,11217.372650146484,0.388671875,,3.635668640136719,0.33222,,3.83489625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,5,931.9074385166168,0.5507690906524658,12985.295806646349,15712,0,12985.295806646349,0.3526,,3.07021484375,10000,13938.951443433762,0.41041015625,,3.665093688964844,0.37028,,3.6543821875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,6,1064.675613641739,0.8664147853851318,15554.3942360878,18946,0,15554.3942360878,0.373,,2.94094765625,10000,16645.84699034691,0.437578125,,3.49062744140625,0.39184,,3.623295625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,7,1216.894320011139,1.1834235191345217,18122.79206395149,22127,0,18122.79206395149,0.4049,,2.77520625,10000,19371.534137249,0.47296875,,3.237381591796875,0.41278,,3.373891875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,8,1355.310589313507,1.5296070575714111,20693.919794797897,25491,0,20693.919794797897,0.4169,,2.683401171875,10000,22086.694933891296,0.48912109375,,3.2631759643554688,0.42516,,3.652350625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,9,1506.0275478363037,1.8694915771484373,23276.448609113693,28642,0,23276.448609113693,0.4311,,2.6221763671875,10000,24825.37570810318,0.50755859375,,3.240697021484375,0.43462,,3.6063621875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,10,1651.1913385391235,2.250824213027954,25844.52575087548,31971,0,25844.52575087548,0.4436,,2.546415234375,10000,27544.33469891548,0.51123046875,,3.1646624755859376,0.4472,,3.39220375,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,11,1787.845351934433,2.6092724800109863,28412.731174230576,35185,0,28412.731174230576,0.4498,,2.50782734375,10000,30254.6014931202,0.52548828125,,3.010810241699218,0.48482,,2.95623875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,12,1931.7208993434904,2.9097049236297607,30983.683767557144,38355,0,30983.683767557144,0.4673,,2.42513671875,10000,32974.80479669571,0.53826171875,,3.0185052490234376,0.47378,,3.1793596875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,13,2071.078953027725,3.3380422592163086,33551.82569217682,41677,0,33551.82569217682,0.4649,,2.4106337890625,10000,35687.97931289673,0.55083984375,,2.927612915039062,0.49458,,3.109006875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,14,2211.835613012314,3.63735556602478,36129.4350373745,44809,0,36129.4350373745,0.4763,,2.3380341796875,10000,38411.55207800865,0.5337109375,,3.310650024414062,0.49194,,3.155566875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,15,2351.3980371952057,3.996615886688232,38697.59939908981,48144,0,38697.59939908981,0.4864,,2.3054275390625,10000,41124.79300022125,0.53470703125,,3.314609375,0.49984,,3.0444125,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,16,2485.838746070862,4.34602165222168,41266.161816596985,51226,0,41266.161816596985,0.4923,,2.28288671875,10000,43834.094561100006,0.56845703125,,2.95096435546875,0.5025,,3.35273625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,17,2626.035536766052,4.648212432861328,43835.48943948746,54474,0,43835.48943948746,0.5016,,2.2252400390625,10000,46549.992525577545,0.552109375,,3.2589675903320314,0.51568,,3.03643375,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,18,2755.5274333953857,4.9331374168396,46408.663482904434,57606,0,46408.663482904434,0.495,,2.245213671875,10000,49258.554406642914,0.5534765625,,3.1394964599609376,0.5131,,3.042071875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,19,2895.4720256328583,5.265211343765259,48977.11688089371,60793,0,48977.11688089371,0.5123,,2.176495703125,10000,51973.21882414818,0.58880859375,,2.8232440185546874,0.52718,,3.032475,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,20,3032.647032260895,5.599160194396973,51545.45022201538,63998,0,51545.45022201538,0.5226,,2.1349009765625,10000,54684.88910269737,0.58923828125,,2.8530987548828124,0.52686,,2.950334375,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,21,3184.1451518535614,6.015115737915039,54118.287697315216,67142,0,54118.287697315216,0.526,,2.1286162109375,10000,57415.62279367447,0.60279296875,,2.658831176757813,0.53112,,2.9235921875,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,22,3323.495237827301,6.397521495819092,56686.68201470375,70444,0,56686.68201470375,0.5275,,2.092330859375,10000,60129.84334921837,0.6056640625,,2.758780517578125,0.55216,,2.7228615625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,23,3473.3812804222107,6.726329565048218,59255.403495788574,73562,0,59255.403495788574,0.5345,,2.084619140625,10000,62854.80909824371,0.61111328125,,2.706387023925781,0.56096,,2.63289625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,24,3617.29739522934,7.1280012130737305,61825.28629875183,76891,0,61825.28629875183,0.545,,2.011415234375,10000,65575.2343018055,0.6276171875,,2.616094970703125,0.56026,,2.73578,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,25,3761.9942994117737,7.496961832046509,64401.318415403366,79993,0,64401.318415403366,0.5441,,2.0028564453125,10000,68302.3715558052,0.60533203125,,2.96828125,0.55448,,2.8201203125,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,26,3896.532591342926,7.870680093765259,66974.87468934059,83226,0,66974.87468934059,0.5571,,1.97569140625,10000,71016.89779853821,0.60658203125,,2.934578857421875,0.55734,,2.874340625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,27,4026.691388368607,8.221919059753418,69543.61619377136,86320,0,69543.61619377136,0.5524,,1.9769630859375,10000,73722.10956192017,0.6227734375,,2.760643920898437,0.5662,,2.7792,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,28,4166.455649614334,8.626729011535645,72112.11620855331,89546,0,72112.11620855331,0.5585,,1.9219015625,10000,76437.18448877335,0.64259765625,,2.653714904785156,0.582,,2.623309375,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,29,4297.930447340012,8.91121792793274,74682.26075148582,92714,0,74682.26075148582,0.5628,,1.92721875,10000,79145.33783984184,0.64837890625,,2.6795169067382814,0.56286,,3.065328125,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,30,4435.17977809906,9.264586687088013,77257.96399736404,95883,0,77257.96399736404,0.5648,,1.88939453125,10000,81864.94971299171,0.63865234375,,2.7452871704101565,0.58612,,2.629893125,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,31,4575.541172266007,9.583240032196043,79826.37050533295,99128,0,79826.37050533295,0.5827,,1.8601853515625,10000,84580.52576518059,0.652734375,,2.584718933105469,0.59812,,2.44487734375,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,32,4718.134101867676,10.184753894805908,82404.41807317734,102233,0,82404.41807317734,0.5828,,1.838865625,10000,87308.09072613716,0.63763671875,,2.769674072265625,0.59536,,2.59393765625,50000,,,,,,,,,,,,,,,
ademamix,imagenet_vit_pytorch,study_2,trial_1,/home/aliu/oss/submissions_algorithms/logs/self_tuning/ademamix,33,4845.207887172699,10.514102220535278,84976.17505502701,105327,0,84976.17505502701,0.5917,,1.809676953125,10000,90013.55320000648,0.69876953125,,2.1529112243652344,0.60228,,2.68566875,50000,,,,,,,,,,,,,,,
