submission,criteo1tb,fastmri,finewebedu_lm,imagenet_resnet,imagenet_vit,librispeech_conformer,librispeech_deepspeech,ogbg,wmt,Overall
schedule_free_adamw_v2,0.9010667204915956,0.38111114133500834,1.0132431476310997,1.185819025753368,1.0658362789920706,0.911440308263658,0.6727333690433263,0.9693394512056885,0.9954646594299109,0.8610607459564154
schedule_free_adamw,1.0081895230977032,0.559939991934812,1.0012438460417343,1.0998981950008608,0.9630297694831732,0.8751089895306899,0.5608020464696201,1.0241765368335802,1.0516423218702804,0.8799969136302113
lion,0.9074422109030305,0.4120699136871992,0.994871999199288,0.9783479951563241,0.9792515339291884,0.994957876685031,0.9874624081039888,0.946131082011309,1.0045353405700892,0.8849314133120263
muon_torch_jax_hps_achandr,0.9621832583875018,1.697100846707231,0.5208555953504305,1.0640807851560723,0.9952187747079954,,0.988169082658095,0.9939474877513311,0.6349854169800272,0.9304473415695839
muon_torch,1.174069844097324,0.5820433428005473,1.0068916494883775,0.9938400443114497,1.0245390300527808,1.032835049880593,1.013687725786027,1.0447051350702787,1.03279482616241,0.9743462685360614
ademamix,0.9918104769022967,1.4179566571994526,1.0349174833764982,0.9779025870040758,0.9676110682228095,1.005042123314969,1.011830917341905,1.024226793055425,1.0927132257184047,1.0512054234394501
muon_torch_jax_hps_lr_fix,1.6086401491369433,2.2433779491008736,0.9987561539582657,0.9871179789494675,1.0083321805845828,1.0370634612440073,1.019748115390666,1.0060525122486688,0.966183924886104,1.1560448679012034
muon_torch_jax_hps,1.7182154256085247,2.486264658901275,0.9939531775977302,1.0061599556885503,1.0047812252920048,,1.027052798324414,0.9787023531830197,0.9634146081501813,1.1949459410308336
