global_step,grad_norm,loss,train/loss,train/ppl,validation/loss,validation/ppl,validation/num_examples,test/loss,test/ppl,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,11.550498008728027,11.039363861083984,,,,,,,,,,,,,,
1,,,11.0349365234375,62002.905351507805,11.035397268622123,62031.47947377031,100000.0,0.0,1.0,0.0,59.32191562652588,281.8109939098358,59.32191562652588,221.8921980857849,0.0,0.0
1,11.366567611694336,11.0326566696167,,,,,,,,,,,,,,
2,12.29722499847412,11.028417587280272,,,,,,,,,,,,,,
3,11.353456497192385,11.00289535522461,,,,,,,,,,,,,,
4,11.494784355163574,10.98478889465332,,,,,,,,,,,,,,
5,12.030238151550291,10.945173263549805,,,,,,,,,,,,,,
6,11.558402061462402,10.916315078735352,,,,,,,,,,,,,,
7,12.486351013183594,10.841069221496582,,,,,,,,,,,,,,
8,11.566119194030762,10.801025390625,,,,,,,,,,,,,,
9,10.886846542358398,10.747763633728027,,,,,,,,,,,,,,
10,11.27040195465088,10.65366268157959,,,,,,,,,,,,,,
11,10.928528785705566,10.57582187652588,,,,,,,,,,,,,,
12,10.67471694946289,10.48481559753418,,,,,,,,,,,,,,
13,10.21078395843506,10.41218376159668,,,,,,,,,,,,,,
14,9.507284164428713,10.35829257965088,,,,,,,,,,,,,,
15,9.013757705688477,10.245487213134766,,,,,,,,,,,,,,
16,8.45816421508789,10.156208038330078,,,,,,,,,,,,,,
17,7.723376750946045,10.078258514404297,,,,,,,,,,,,,,
18,7.093772411346436,9.980096817016602,,,,,,,,,,,,,,
19,6.437744617462158,9.912849426269531,,,,,,,,,,,,,,
20,6.007418632507324,9.808271408081056,,,,,,,,,,,,,,
21,5.512019634246826,9.76159954071045,,,,,,,,,,,,,,
22,4.861654758453369,9.746416091918944,,,,,,,,,,,,,,
23,4.629945278167725,9.686050415039062,,,,,,,,,,,,,,
24,4.239711761474609,9.667243957519531,,,,,,,,,,,,,,
25,3.9755160808563232,9.60586929321289,,,,,,,,,,,,,,
26,3.786556005477905,9.600347518920898,,,,,,,,,,,,,,
27,3.585066795349121,9.529839515686035,,,,,,,,,,,,,,
28,3.3115763664245605,9.551112174987791,,,,,,,,,,,,,,
29,3.2756497859954834,9.502471923828123,,,,,,,,,,,,,,
30,3.086830377578736,9.513835906982422,,,,,,,,,,,,,,
31,2.905440330505371,9.501286506652832,,,,,,,,,,,,,,
32,2.969592809677124,9.42906379699707,,,,,,,,,,,,,,
33,2.7717061042785645,9.434152603149414,,,,,,,,,,,,,,
34,2.7088863849639893,9.423141479492188,,,,,,,,,,,,,,
35,2.6760168075561523,9.393386840820312,,,,,,,,,,,,,,
36,2.623102188110352,9.359546661376951,,,,,,,,,,,,,,
37,2.5315635204315186,9.357751846313477,,,,,,,,,,,,,,
38,2.408715009689331,9.392784118652344,,,,,,,,,,,,,,
39,2.4628493785858154,9.33513069152832,,,,,,,,,,,,,,
40,2.402522563934326,9.32925796508789,,,,,,,,,,,,,,
41,2.3861231803894043,9.312658309936523,,,,,,,,,,,,,,
42,2.407503128051758,9.277791976928713,,,,,,,,,,,,,,
43,2.3238513469696045,9.303178787231444,,,,,,,,,,,,,,
44,2.265379905700684,9.311357498168944,,,,,,,,,,,,,,
45,2.2183167934417725,9.30076026916504,,,,,,,,,,,,,,
46,2.2168972492218018,9.280774116516112,,,,,,,,,,,,,,
47,2.184890985488892,9.287538528442385,,,,,,,,,,,,,,
48,2.196319103240967,9.257298469543455,,,,,,,,,,,,,,
49,2.1449992656707764,9.274675369262695,,,,,,,,,,,,,,
50,2.1790785789489746,9.244216918945312,,,,,,,,,,,,,,
51,2.0812838077545166,9.25170612335205,,,,,,,,,,,,,,
52,2.1776316165924072,9.181973457336426,,,,,,,,,,,,,,
53,2.012781143188477,9.252386093139648,,,,,,,,,,,,,,
54,2.01985764503479,9.221962928771973,,,,,,,,,,,,,,
55,2.079888105392456,9.178351402282717,,,,,,,,,,,,,,
56,2.004238605499268,9.19773006439209,,,,,,,,,,,,,,
57,1.9658689498901367,9.18332290649414,,,,,,,,,,,,,,
58,2.003464460372925,9.161519050598145,,,,,,,,,,,,,,
59,1.952032804489136,9.15126609802246,,,,,,,,,,,,,,
60,1.9451578855514529,9.160140991210938,,,,,,,,,,,,,,
61,1.878902792930603,9.13779640197754,,,,,,,,,,,,,,
62,1.9082297086715696,9.109055519104004,,,,,,,,,,,,,,
63,1.9099708795547483,9.101304054260254,,,,,,,,,,,,,,
64,1.9017395973205569,9.12012004852295,,,,,,,,,,,,,,
65,1.8650991916656487,9.08171844482422,,,,,,,,,,,,,,
66,1.9153127670288088,9.097249984741213,,,,,,,,,,,,,,
67,1.8615078926086424,9.038301467895508,,,,,,,,,,,,,,
