accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
925.7178518772124,0.0,3.6793906688690186,1,0,3.6793906688690186,1.693422088488127,95000000.0,929.7531805038452,1.6946050396338237,1.6958952924513675,83274637.0
1777.4685237407684,0.0299830436706542,123.28896379470824,128,0,123.28896379470824,0.1324552066365693,95000000.0,1901.9747684001925,0.1270145019240598,0.1297011342773535,83274637.0
2618.116523504257,0.0461645126342773,243.4356784820557,255,0,243.4356784820557,0.1303281395339162,95000000.0,2863.596161603928,0.1274503407393038,0.1279519952683355,83274637.0
3436.965652942657,0.0616848468780517,364.45818543434143,388,0,364.45818543434143,0.1297004731604726,95000000.0,3804.2898921966553,0.1266175857563262,0.1274007346171872,83274637.0
4289.722311735153,0.0766243934631347,484.4535956382752,514,0,484.4535956382752,0.1292972353576258,95000000.0,4777.823522567749,0.1255347272147119,0.1269839377249325,83274637.0
5136.681740283966,0.0927376747131347,605.0168719291687,647,0,605.0168719291687,0.1289552534902472,95000000.0,5746.151261091232,0.1251539330343754,0.1266866254163418,83274637.0
5974.373135566711,0.1074428558349609,724.9617602825165,771,0,724.9617602825165,0.1288297199606242,95000000.0,6704.571846485138,0.1261621182046507,0.1265701344249513,83274637.0
6788.923145771027,0.1222956180572509,844.8751180171967,900,0,844.8751180171967,0.1287049327097842,95000000.0,7639.831096887588,0.123967483640679,0.1263157885799982,83274637.0
7586.398270130157,0.1516263484954834,964.8327057361604,1028,0,964.8327057361604,0.1286266065992656,95000000.0,8558.059571266174,0.1280218999867314,0.1261378024638907,83274637.0
8363.75583600998,0.1929712295532226,1084.7445480823517,1153,0,1084.7445480823517,0.1286201442194888,95000000.0,9456.124829292296,0.1209393877115286,0.126107678795848,83274637.0
9073.857285737991,0.2166361808776855,1204.9294800758362,1277,0,1204.9294800758362,0.128552897217359,95000000.0,10287.212928056715,0.1252127579180111,0.1259715534514303,83274637.0
9662.384158611298,0.2331023216247558,1324.6676750183103,1403,0,1324.6676750183103,0.1282529818850065,95000000.0,10996.303687810898,0.1242274607236004,0.125759738091125,83274637.0
