accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,test/ppl,total_duration,train/loss,train/ppl,validation/loss,validation/num_examples,validation/ppl
331.3541305065155,0.0,25.29145765304565,1,0,25.29145765304565,0.0,0.0,1.0,356.6456742286682,10.511310577392578,36728.58366630981,10.51482105255127,100000.0,36857.74502310895
660.0183925628662,0.0544896125793457,2596.20752286911,5055,0,2596.20752286911,0.0,0.0,1.0,3256.327486515045,3.538072347640991,34.4005429484851,3.5423295497894287,100000.0,34.54730519044167
988.6694345474244,0.0931630134582519,5167.316541194916,10151,0,5167.316541194916,0.0,0.0,1.0,6156.174172401428,3.377429723739624,29.29537705083889,3.379042863845825,100000.0,29.34267273551264
1317.2295112609863,0.1353554725646972,7738.237765550613,15245,0,7738.237765550613,0.0,0.0,1.0,9055.744370698929,3.303518056869507,27.20819070601912,3.3036179542541504,100000.0,27.210908868877954
1645.734065771103,0.1683394908905029,10309.576101779938,20340,0,10309.576101779938,0.0,0.0,1.0,11955.6634452343,3.252523183822632,25.855495851284022,3.251380205154419,100000.0,25.8259604534502
1974.1912245750427,0.2021901607513427,12880.584438800812,25436,0,12880.584438800812,0.0,0.0,1.0,14855.205545186996,3.20818829536438,24.734234480532464,3.206119537353516,100000.0,24.6831182266186
2302.7127373218536,0.2348976135253906,15451.75988817215,30531,0,15451.75988817215,0.0,0.0,1.0,17754.979125976562,3.1660871505737305,23.71451126839195,3.165339708328247,100000.0,23.696792663480785
2631.2458152771,0.2779321670532226,18022.99848461151,35626,0,18022.99848461151,0.0,0.0,1.0,20654.836150169373,3.12509560585022,22.76207117666954,3.12234878540039,100000.0,22.699633645682184
2959.6776130199432,0.3110911846160888,20594.037749767303,40721,0,20594.037749767303,0.0,0.0,1.0,23554.38313531876,3.0860092639923096,21.88954802996156,3.08229398727417,100000.0,21.808373188667463
,,,40721,0,20594.037749767303,,,,,,,,,
